,iteration,success,nllh,k,N,bic,c_sigma,sc2,tau_trunc,theta(cost=high),theta(cost=low)
0,0,True,65.9453851795,5,24,147.781039511,56.2347125337,0.0647235898321,93.4135331221,55.159933127,232.341559903
