,iteration,success,nllh,k,N,bic,c_0,sc2,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,74.6537590345,5,24,165.197787221,53.1903160517,0.0527041329297,11.6273660448,37.55636138,194.206938827
