,iteration,success,nllh,k,N,bic,c_0,sc,tau_unif,theta(cost=high),theta(cost=low)
0,0,True,69.4406873033,5,24,154.771643758,59.8105830098,0.121660153337,7.05120961032,38.1244710991,136.081016728
