,iteration,success,nllh,k,N,bic,c_0,sc,tau_unif,theta(cost=high),theta(cost=low)
0,0,True,54.3914880998,5,24,124.673245351,43.8445935654,0.236462321577,4.48507217732,14.9147701273,81.2726993366
