,iteration,success,nllh,k,N,bic,c_0,sc2,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,66.4899305017,5,24,148.870130155,47.9465028932,0.035649702982,96.1164498228,100.558960006,115.133248638
