,iteration,success,nllh,k,N,bic,c_sigma,prelec_elevation,prelec_gamma,tau_rel_trunc,theta
0,0,True,1461.71943724,5,261,2951.26147652,27.9321412799,1.2995244271,1.0662337934,0.238156685056,214.759751817
