,iteration,success,nllh,k,N,bic,c_sigma,prelec_elevation,prelec_gamma,tau_trunc,theta
0,0,True,1458.71675321,5,261,2945.25610845,20.4365968236,1.08468382359,1.06953779894,28.8480299582,146.422355116
