,iteration,success,nllh,k,N,bic,pow_gain,prelec_elevation,prelec_elevation_loss,prelec_gamma,prelec_gamma_loss,tau,theta
0,0,True,684.953349824,7,150,1404.98114671,1.54194203502,0.192167005727,1.01632907461,1.94978231338,0.688309441952,3.63939915654,42.2190901765
