,iteration,success,nllh,k,N,bic,p_stay,prelec_elevation,prelec_gamma,tau,theta
0,0,True,670.047919774,5,150,1365.14901602,0.513477093664,0.274871110471,1.61625552977,29.0755364544,11.1778502029
