,iteration,success,nllh,k,N,bic,c_sigma,prelec_elevation,prelec_gamma,tau_normal_trunc,theta
0,0,True,678.373003443,5,150,1381.79918336,18.5189283884,0.611534415567,2.79805699612,44.3895610395,79.4738591254
