,iteration,success,nllh,k,N,bic,pow_gain,prelec_elevation,prelec_elevation_loss,prelec_gamma,prelec_gamma_loss,tau,theta
0,0,True,685.707552275,7,150,1406.48955161,1.89595180574,0.234147308839,1.5230803628,2.21819984306,0.787395319859,20.7138201023,56.7776809935
