,iteration,success,nllh,k,N,bic,c,c_sigma,pow_gain,tau,theta,w_loss
0,0,True,687.498776886,6,150,1405.06136554,4.3393164053,18.6655004012,0.509162523273,25.5017869987,80.9829297034,2.24476923952
