,iteration,success,nllh,k,N,bic,c_sigma,prelec_elevation,prelec_gamma,tau,theta
0,0,True,679.540453484,5,150,1384.13408344,29.4385279363,0.96023754278,2.24755570038,33.8931791524,127.535890797
