,iteration,success,nllh,k,N,bic,c_sigma,prelec_elevation,prelec_gamma,sc,tau,theta
0,0,True,678.877391771,6,150,1387.81859531,42.890927135,0.87680246248,2.67157220308,1.41593907391,57.7766139307,173.761700477
