,iteration,success,nllh,k,N,bic,c,c_sigma,prelec_elevation,prelec_gamma,tau,theta
0,0,True,681.776077256,6,150,1393.61596628,1.55524653977,11.3428128565,0.849557913054,1.89546798994,16.6414973258,49.3803876519
