,iteration,success,nllh,k,N,bic,pow_gain,prelec_elevation,prelec_gamma,tau,theta
0,0,True,679.553916267,5,150,1384.161009,0.226402464362,0.201563003149,1.55888134313,18.804810866,8.73456993888
