,iteration,success,nllh,k,N,bic,pow_gain,prelec_elevation,prelec_gamma,tau,theta
0,0,False,1704.52615719,5,1,3409.05231438,0.122912822872,0.698373508787,0.00016032084233,0.415336164255,34.9254392473
