,iteration,success,nllh,k,N,bic,p_fixed,p_stop_fixed,pow_gain,tau,theta
0,0,True,2956.49798627,5,149,5938.01570407,0.0534563098312,0.212808687029,0.435314820763,0.997149393243,5.95106834866
