,iteration,success,nllh,k,N,bic,pow_gain,prelec_elevation,prelec_gamma,tau,theta
0,0,True,712.916731733,5,150,1450.88663994,0.798990611485,0.660827805581,1.01769688492,40.143322138,9.20078393811
