,iteration,success,nllh,k,N,bic,c_sigma,prelec_elevation,prelec_gamma,tau_trunc,theta
0,0,True,677.742123378,5,150,1380.53742323,17.2198854198,0.411553481344,2.72936997566,44.5939139799,74.9119951844
