,iteration,success,nllh,k,N,bic,p_stay,pow_gain,prelec_elevation,prelec_gamma,tau,theta
0,0,False,1305.83505929,6,150,2641.73393034,0.100995101826,0.561866482571,1.20861763133,1.07357352067,0.601971963997,2.78413129307
