,iteration,success,nllh,k,N,bic,pow_gain,prelec_elevation,prelec_gamma,tau,theta
0,0,True,680.64267327,5,150,1386.33852301,0.121551761435,0.147091820219,1.89401415648,34.1969142889,6.41285715192
