,iteration,success,nllh,k,N,bic,c_sigma,prelec_elevation,prelec_gamma,sc2,tau,theta
0,0,True,679.925976345,6,150,1389.91576445,18.5786065782,1.49386183107,1.32687607411,0.576726028736,20.365989579,77.2824715432
