,iteration,success,nllh,k,N,bic,c_0,c_sigma,pow_gain,tau,theta,w_loss
0,0,True,685.740789816,6,150,1401.5453914,-6.70712276682,16.1464395444,0.501532460172,30.5556228985,71.6322847361,2.276176353
