,iteration,success,nllh,k,N,bic,pow_gain,prelec_elevation,prelec_gamma,r,tau,theta
0,0,True,675.011983603,6,150,1380.08777897,0.461277930784,0.275262956014,2.02002654046,0.0058496321884,72.1786403981,11.7126781439
