,iteration,success,nllh,k,N,bic,p_stay,prelec_elevation,prelec_gamma,tau,theta
0,0,True,671.411156613,5,150,1367.8754897,0.694887433993,0.24436119559,2.05747601609,35.7287337438,7.09921808189
