,iteration,success,nllh,k,N,bic,prelec_elevation,prelec_elevation_loss,prelec_gamma,prelec_gamma_loss,tau,theta
0,0,True,686.659652183,6,150,1403.38311613,0.330206750823,1.14007738352,0.954352669365,1.02410583427,39.5349394162,19.1791939849
