,iteration,success,nllh,k,N,bic,lambda,pow_gain,prelec_elevation,prelec_gamma,tau,theta
0,0,True,1460.65200174,6,150,2951.36781524,0.000140251531281,0.836407375268,1.11496429969,0.973649936508,0.576743900913,2.90477778245
