,iteration,success,nllh,k,N,bic,c_0,c_sigma,prelec_elevation,prelec_gamma,tau_trunc,theta
0,0,True,679.630973257,6,150,1389.32575828,0.451126708299,13.4295919262,0.612692358914,2.31736650495,16.7532404685,58.3815005729
