,iteration,success,nllh,k,N,bic,prelec_elevation,prelec_gamma,tau,theta,w_loss
0,0,True,690.169593158,5,150,1405.39236279,0.0900607466127,2.08174190152,25.6086897253,24.3827270548,0.996428101726
