,iteration,success,nllh,k,N,bic,c_sigma,prelec_elevation,prelec_gamma,sc0,tau,theta
0,0,True,673.500848351,6,150,1377.06550847,24.8368403144,1.44125988848,1.75065611677,0.285374597303,32.0697601484,116.767741249
