,iteration,success,nllh,k,N,bic,lambda,p_slip,phi,prelec_elevation,prelec_gamma,tau,theta
0,0,True,1363.39428768,7,149,2761.8161995,-0.000779540157223,0.0882374794006,-0.00395942431646,1.57450702662,0.819347665149,0.860570600187,2.2399625661
