,iteration,success,nllh,k,N,bic,lambda,p_fixed,p_slip,phi,tau,theta
0,0,True,675.011852106,6,149,1380.04738205,-0.00808820233865,0.852724604698,0.943233230576,-0.0496395869391,0.823446109554,0.670473695436
