,iteration,success,nllh,k,N,bic,p_fixed,p_stop_geom,pow_gain,tau,theta
0,0,True,2616.6982219,5,149,5258.41617533,0.153961983636,0.0530932419711,0.526544484703,0.621032434133,5.41037433608
