,iteration,success,nllh,k,N,bic,p_stay,prelec_elevation,prelec_gamma,tau,theta
0,0,True,671.547994965,5,150,1368.1491664,0.521027568297,0.194242454438,2.29665860095,46.8606889536,11.2403641589
