,iteration,success,nllh,k,N,bic,pow_gain,prelec_elevation,prelec_gamma,tau,theta
0,0,True,693.518527684,5,150,1412.09023184,1.39034722778,0.269802270947,0.66766780004,20.7778796414,40.099034056
