,iteration,success,nllh,k,N,bic,c_0,c_sigma,prelec_elevation,prelec_gamma,tau,theta
0,0,True,678.627802158,6,150,1387.31941608,-2.22868741199,16.4249331872,0.833044857648,2.14235940814,24.0295974273,72.0625859249
