,iteration,success,nllh,k,N,bic,pow_gain,prelec_elevation,prelec_gamma,tau,theta
0,0,True,1307.71442989,5,1,2615.42885977,0.8256135561,1.18460936695,1.04134157734,0.99949651819,2.89943693556
