,iteration,success,nllh,k,N,bic,p_stay,prelec_elevation,prelec_gamma,tau,theta
0,0,True,674.579065408,5,150,1374.21130729,0.750015063368,0.828873664508,1.21226543008,34.8128923853,3.14586605307
