,iteration,success,nllh,k,N,bic,pow_gain,prelec_elevation,prelec_gamma,tau,theta
0,0,True,676.616658194,5,150,1378.28649286,0.454025421375,0.303244057149,1.86409780668,28.2786021933,9.320585995
