,iteration,success,nllh,k,N,bic,p_switch,pow_gain,prelec_elevation,prelec_gamma,tau,theta
0,0,True,2942.66378618,6,149,5915.35125019,0.274013039279,0.413739808995,0.666514958412,1.55629494834,0.999283750771,7.87423610832
