,iteration,success,nllh,k,N,bic,pow_gain,prelec_elevation,prelec_gamma,tau,theta
0,0,True,2961.1965716,5,149,5947.41287473,0.8256135561,1.18460936695,1.04134157734,0.99949651819,2.89943693556
