,iteration,success,nllh,k,N,bic,pow_gain,prelec_elevation,prelec_gamma,r,tau,theta
0,0,True,947.304515504,6,230,1927.23750686,0.0563500541739,0.416010515322,1.10837623972,0.0137399225596,77.5905568538,6.27915956997
