,iteration,success,nllh,k,N,bic,c,c_sigma,prelec_elevation,prelec_gamma,tau,theta
0,0,True,954.815974125,6,230,1942.2604241,2.81975847777,18.6372651529,2.83026102104,2.5737140495,25.7006030399,67.8721624177
