,iteration,success,nllh,k,N,bic,c_sigma,prelec_elevation,prelec_gamma,tau,theta
0,0,True,947.679519055,5,230,1922.54943466,16.8646258359,2.87548104358,1.87276050002,20.3372163972,57.1628175331
