,iteration,success,nllh,k,N,bic,p_stay,prelec_elevation,prelec_gamma,tau,theta
0,0,True,948.997036428,5,230,1925.1844694,0.849085129761,1.07898801056,0.965848737593,11.1535748249,0.81787332647
