,iteration,success,nllh,k,N,bic,p_stay,prelec_elevation,prelec_gamma,tau,theta
0,0,True,947.388231079,5,230,1921.9668587,0.751302456143,0.47063245322,0.74957298839,17.659174244,4.24375943938
