,iteration,success,nllh,k,N,bic,c_sigma,prelec_elevation,prelec_gamma,tau_normal_trunc,theta
0,0,True,946.196199266,5,230,1919.58279508,11.3508223974,2.65049407401,1.55255144744,34.8475700166,43.5185498958
