,iteration,success,nllh,k,N,bic,pow_gain,prelec_elevation,prelec_gamma,tau,theta
0,0,True,943.867055519,5,230,1914.92450758,0.0433798414647,0.418936533915,0.977314358787,38.7041833741,4.24020481246
