,iteration,success,nllh,k,N,bic,c_0,c_sigma,prelec_elevation,prelec_gamma,tau,theta
0,0,True,949.546134488,6,230,1931.72074483,0.931010821795,18.4833081851,0.931273535885,2.03851033534,20.3551578893,64.9859181993
