,iteration,success,nllh,k,N,bic,p_stay,prelec_elevation,prelec_gamma,tau,theta
0,0,True,947.97191538,5,230,1923.1342273,0.748013893842,0.403534260846,0.556269444525,40.3739028067,4.13025052638
