,iteration,success,nllh,k,N,bic,c_sigma,prelec_elevation,prelec_gamma,tau_trunc,theta
0,0,True,944.404552151,5,230,1915.99950085,11.2006032693,2.01775895544,0.976579424201,55.8953911263,41.7875898031
