"subject" "problem" "trial" "option" "outcome"
"781" 34 5 12 0 0
"782" 34 5 13 1 3
"783" 34 5 14 1 3
"784" 34 5 15 1 3
"785" 34 5 16 0 0
"786" 34 5 17 0 0
"787" 34 5 18 0 0
"788" 34 5 19 0 0
"789" 34 5 20 0 0
"790" 34 5 21 0 0
"791" 34 5 22 0 0
"792" 34 5 23 0 0
"793" 34 5 24 0 0
"794" 34 5 25 0 0
"795" 34 5 26 0 0
"796" 34 5 27 0 0
"797" 34 5 28 0 0
"798" 34 5 29 0 0
"799" 34 5 30 0 0
"800" 34 5 31 0 0
"801" 34 5 32 0 0
"802" 34 5 33 0 0
"803" 34 5 34 0 0
"804" 34 5 35 0 0
"805" 34 5 36 1 3
"806" 34 5 37 1 3
"807" 34 5 38 1 3
"808" 34 5 39 0 0
"809" 34 5 40 1 3
"810" 34 5 41 1 3
"811" 34 5 42 1 3
"812" 34 5 43 0 0
"813" 34 5 44 1 3
"814" 34 5 45 1 3
"815" 34 5 46 1 3
"816" 34 5 47 0 0
"817" 34 5 48 1 3
"818" 34 5 49 1 3
"819" 34 5 50 1 3
"820" 34 5 51 0 0
"821" 34 5 52 1 3
"822" 34 5 53 0 32
"823" 34 5 54 1 3
"824" 34 5 55 0 0
"825" 34 5 56 1 3
"826" 34 5 57 1 3
"827" 34 5 58 1 3
"828" 34 5 59 1 3
"829" 34 5 60 0 0
"830" 34 5 61 1 3
"831" 34 5 62 1 3
"832" 34 5 63 1 3
"833" 34 5 64 1 3
"834" 34 5 65 1 3
"835" 34 5 66 0 32
"906" 34 6 1 0 0
