,iteration,success,nllh,k,N,bic,p_fixed,p_stop_geom,pow_gain,tau,theta
0,0,True,1292.33486718,5,230,2611.86013091,0.174117772605,0.0687991595036,0.749247531692,0.999548612815,1.73774293013
