,iteration,success,nllh,k,N,bic,p_fixed,p_stop_geom,pow_gain,tau,theta
0,0,True,4838.11073486,5,234,9703.4980753,0.165211993846,0.0287088620171,0.758728957006,0.612364554684,3.41007127242
