,iteration,success,nllh,k,N,bic,pow_gain,prelec_elevation,prelec_gamma,tau,theta
0,0,True,2549.26828995,5,234,5125.81318548,0.658671210643,1.62678577866,0.0106966166193,0.937582960952,2.74281601315
