,iteration,success,nllh,k,N,bic,pow_gain,prelec_elevation,prelec_gamma,tau,theta
0,0,True,2563.85812413,5,234,5154.99285384,0.333559319925,0.400101199328,1.21474110188,0.663380063507,12.5320957142
