,iteration,success,nllh,k,N,bic,p_switch,pow_gain,prelec_elevation,prelec_gamma,tau,theta
0,0,True,5647.36533929,6,234,11327.4626053,0.109750340562,0.659944195101,0.656345688372,1.1614081376,0.699715862005,4.94068195696
