,sid,gameind,probid,probvar,cond_color,cond_ecology,cost,samplesize,n_switch,choice,choseH,mn_diff
783,130,15,normal-18,low,same,normal,low,10,1,B,1,10
784,130,16,normal-11,low,same,normal,high,4,1,B,1,14
785,130,17,normal-44,high,same,normal,high,4,1,B,1,8
786,130,18,normal-46,high,same,normal,low,11,1,B,1,6
787,130,19,normal-13,low,same,normal,low,11,1,B,1,5
788,130,20,normal-31,high,same,normal,high,4,1,A,0,11
789,130,21,normal-54,high,same,normal,low,17,1,B,1,7
790,130,22,normal-19,low,same,normal,high,4,1,B,1,13
791,130,23,normal-29,low,same,normal,high,4,1,B,1,14
792,134,0,normal-47,high,diff,normal,high,3,2,A,0,13
793,134,1,normal-15,low,diff,normal,low,14,13,B,1,7
794,134,2,normal-28,low,diff,normal,high,10,9,B,1,9
795,134,3,normal-24,low,diff,normal,high,2,1,B,1,10
796,134,4,normal-30,high,diff,normal,low,1,0,A,0,9
797,134,5,normal-58,high,diff,normal,low,1,0,B,1,12
798,134,6,normal-44,high,diff,normal,high,1,0,A,0,8
799,134,7,normal-5,low,diff,normal,low,1,0,A,0,13
800,134,8,normal-50,high,diff,normal,high,1,0,B,1,10
801,134,9,normal-39,high,diff,normal,low,18,17,B,1,12
802,134,10,normal-3,low,diff,normal,low,6,5,B,1,12
803,134,11,normal-12,low,diff,normal,high,1,0,A,0,11
804,134,12,normal-59,high,diff,normal,high,1,0,A,0,12
805,134,13,normal-45,high,diff,normal,low,10,9,B,1,9
806,134,14,normal-49,high,diff,normal,high,1,0,B,1,10
807,134,15,normal-21,low,diff,normal,high,1,0,A,0,9
808,134,16,normal-38,high,diff,normal,low,8,7,B,1,13
809,134,17,normal-17,low,diff,normal,high,1,0,A,0,5
810,134,18,normal-20,low,diff,normal,low,12,11,B,1,13
811,134,19,normal-46,high,diff,normal,high,1,0,A,0,6
812,134,20,normal-6,low,diff,normal,low,12,11,B,1,11
813,134,21,normal-26,low,diff,normal,high,1,0,A,0,12
814,134,22,normal-57,high,diff,normal,low,18,17,B,1,13
815,134,23,normal-29,low,diff,normal,low,13,12,B,1,14
816,135,0,normal-20,low,diff,normal,low,7,2,B,1,13
817,135,1,normal-53,high,diff,normal,low,16,5,A,0,8
818,135,2,normal-27,low,diff,normal,high,2,1,B,1,10
819,135,3,normal-46,high,diff,normal,high,2,1,A,0,6
820,135,4,normal-52,high,diff,normal,high,2,1,A,0,14
821,135,5,normal-43,high,diff,normal,low,19,2,A,0,12
822,135,6,normal-9,low,diff,normal,high,2,1,B,1,12
823,135,7,normal-30,high,diff,normal,low,7,2,B,1,9
824,135,8,normal-26,low,diff,normal,low,8,1,B,1,12
825,135,9,normal-25,low,diff,normal,high,7,1,B,1,14
826,135,10,normal-35,high,diff,normal,high,2,1,A,0,7
827,135,11,normal-29,low,diff,normal,low,8,1,B,1,14
828,135,12,normal-55,high,diff,normal,high,2,1,B,1,14
829,135,13,normal-8,low,diff,normal,high,2,1,B,1,5
830,135,14,normal-42,high,diff,normal,low,7,1,A,0,5
831,135,15,normal-0,low,diff,normal,low,7,2,B,1,14
832,135,16,normal-31,high,diff,normal,low,7,2,A,0,11
833,135,17,normal-19,low,diff,normal,high,2,1,B,1,13
834,135,18,normal-17,low,diff,normal,high,2,1,B,1,5
835,135,19,normal-39,high,diff,normal,high,2,1,B,1,12
836,135,20,normal-22,low,diff,normal,low,7,1,B,1,14
837,135,21,normal-33,high,diff,normal,low,7,1,B,1,11
838,135,22,normal-41,high,diff,normal,high,4,1,B,1,13
839,135,23,normal-6,low,diff,normal,low,7,1,B,1,11
840,136,0,normal-48,high,same,normal,low,41,1,B,1,9
841,136,1,normal-28,low,same,normal,low,38,2,B,1,9
842,136,2,normal-55,high,same,normal,high,21,1,B,1,14
843,136,3,normal-40,high,same,normal,low,35,2,A,0,8
844,136,4,normal-30,high,same,normal,high,16,1,B,1,9
845,136,5,normal-25,low,same,normal,low,21,1,B,1,14
846,136,6,normal-4,low,same,normal,low,48,5,B,1,7
847,136,7,normal-9,low,same,normal,high,20,1,B,1,12
848,136,8,normal-32,high,same,normal,high,18,1,A,0,11
849,136,9,normal-51,high,same,normal,low,35,1,B,1,12
850,136,10,normal-5,low,same,normal,high,17,1,B,1,13
851,136,11,normal-6,low,same,normal,high,12,1,B,1,11
852,136,12,normal-46,high,same,normal,high,20,2,B,1,6
853,136,13,normal-18,low,same,normal,high,16,1,B,1,10
854,136,14,normal-1,low,same,normal,low,17,1,B,1,11
855,136,15,normal-36,high,same,normal,low,43,3,B,1,9
856,136,16,normal-2,low,same,normal,low,24,1,B,1,14
857,136,17,normal-35,high,same,normal,low,41,1,B,1,7
858,136,18,normal-39,high,same,normal,high,15,3,B,1,12
859,136,19,normal-44,high,same,normal,low,27,1,B,1,8
860,136,20,normal-41,high,same,normal,high,14,1,B,1,13
861,136,21,normal-8,low,same,normal,high,14,1,B,1,5
862,136,22,normal-13,low,same,normal,low,23,2,B,1,5
863,136,23,normal-14,low,same,normal,high,19,1,B,1,13
864,137,0,normal-43,high,same,normal,high,3,2,B,1,12
865,137,1,normal-52,high,same,normal,low,2,1,A,0,14
866,137,2,normal-23,low,same,normal,high,3,2,B,1,14
867,137,3,normal-25,low,same,normal,low,6,5,B,1,14
868,137,4,normal-24,low,same,normal,low,8,6,B,1,10
869,137,5,normal-33,high,same,normal,low,14,13,B,1,11
870,137,6,normal-12,low,same,normal,high,3,2,B,1,11
871,137,7,normal-56,high,same,normal,low,6,4,B,1,10
872,137,8,normal-17,low,same,normal,low,4,3,B,1,5
873,137,9,normal-9,low,same,normal,high,2,1,B,1,12
874,137,10,normal-32,high,same,normal,high,2,1,B,1,11
875,137,11,normal-48,high,same,normal,high,2,1,B,1,9
876,137,12,normal-47,high,same,normal,high,2,1,A,0,13
877,137,13,normal-37,high,same,normal,high,2,1,B,1,9
878,137,14,normal-45,high,same,normal,high,2,1,A,0,9
879,137,15,normal-59,high,same,normal,low,2,1,A,0,12
880,137,16,normal-21,low,same,normal,low,2,1,B,1,9
881,137,17,normal-7,low,same,normal,low,5,4,B,1,14
882,137,18,normal-15,low,same,normal,low,2,1,B,1,7
883,137,19,normal-53,high,same,normal,low,3,2,A,0,8
884,137,20,normal-4,low,same,normal,high,4,3,B,1,7
885,137,21,normal-51,high,same,normal,low,2,1,B,1,12
886,137,22,normal-22,low,same,normal,high,2,1,B,1,14
887,137,23,normal-3,low,same,normal,high,2,1,B,1,12
888,138,0,normal-17,low,diff,normal,high,2,1,B,1,5
889,138,1,normal-35,high,diff,normal,low,1,0,A,0,7
890,138,2,normal-57,high,diff,normal,low,2,1,B,1,13
891,138,3,normal-53,high,diff,normal,high,1,0,A,0,8
892,138,4,normal-48,high,diff,normal,low,1,0,B,1,9
893,138,5,normal-18,low,diff,normal,low,1,0,B,1,10
894,138,6,normal-47,high,diff,normal,high,1,0,B,1,13
895,138,7,normal-27,low,diff,normal,low,1,0,B,1,10
896,138,8,normal-2,low,diff,normal,high,1,0,A,0,14
897,138,9,normal-22,low,diff,normal,low,1,0,A,0,14
898,138,10,normal-29,low,diff,normal,high,1,0,B,1,14
899,138,11,normal-51,high,diff,normal,high,6,3,A,0,12
900,138,12,normal-7,low,diff,normal,low,1,0,A,0,14
901,138,13,normal-43,high,diff,normal,high,6,3,B,1,12
902,138,14,normal-45,high,diff,normal,low,1,0,B,1,9
903,138,15,normal-42,high,diff,normal,low,1,0,A,0,5
904,138,16,normal-5,low,diff,normal,low,3,0,A,0,13
905,138,17,normal-46,high,diff,normal,high,1,0,A,0,6
906,138,18,normal-49,high,diff,normal,high,6,2,A,0,10
907,138,19,normal-3,low,diff,normal,low,1,0,B,1,12
908,138,20,normal-4,low,diff,normal,high,9,3,B,1,7
909,138,21,normal-40,high,diff,normal,low,1,0,B,1,8
910,138,22,normal-1,low,diff,normal,high,8,3,B,1,11
911,138,23,normal-19,low,diff,normal,high,2,1,B,1,13
912,139,0,normal-8,low,diff,normal,high,3,2,B,1,5
913,139,1,normal-46,high,diff,normal,high,10,8,A,0,6
914,139,2,normal-28,low,diff,normal,high,6,5,B,1,9
915,139,3,normal-37,high,diff,normal,high,9,8,B,1,9
916,139,4,normal-25,low,diff,normal,low,9,8,B,1,14
917,139,5,normal-47,high,diff,normal,low,53,49,A,0,13
918,139,6,normal-24,low,diff,normal,low,20,17,B,1,10
919,139,7,normal-5,low,diff,normal,high,9,8,B,1,13
920,139,8,normal-53,high,diff,normal,low,18,16,A,0,8
921,139,9,normal-52,high,diff,normal,low,29,28,B,1,14
922,139,10,normal-20,low,diff,normal,low,14,13,B,1,13
923,139,11,normal-54,high,diff,normal,high,9,8,B,1,7
924,139,12,normal-31,high,diff,normal,low,27,26,A,0,11
925,139,13,normal-30,high,diff,normal,high,10,9,A,0,9
926,139,14,normal-17,low,diff,normal,high,6,5,B,1,5
927,139,15,normal-57,high,diff,normal,low,17,16,A,0,13
928,139,16,normal-14,low,diff,normal,high,8,7,B,1,13
929,139,17,normal-1,low,diff,normal,high,8,7,B,1,11
930,139,18,normal-39,high,diff,normal,low,34,33,B,1,12
931,139,19,normal-44,high,diff,normal,high,10,9,B,1,8
932,139,20,normal-11,low,diff,normal,low,20,19,B,1,14
933,139,21,normal-21,low,diff,normal,low,8,7,B,1,9
934,139,22,normal-49,high,diff,normal,high,14,13,A,0,10
935,139,23,normal-26,low,diff,normal,low,16,15,B,1,12
936,140,0,normal-53,high,same,normal,high,4,1,A,0,8
937,140,1,normal-1,low,same,normal,high,1,0,B,1,11
938,140,2,normal-9,low,same,normal,high,2,1,B,1,12
939,140,3,normal-50,high,same,normal,high,4,1,A,0,10
940,140,4,normal-27,low,same,normal,low,1,0,B,1,10
941,140,5,normal-58,high,same,normal,low,7,3,B,1,12
942,140,6,normal-28,low,same,normal,low,2,1,A,0,9
943,140,7,normal-56,high,same,normal,high,3,1,B,1,10
944,140,8,normal-13,low,same,normal,high,1,0,A,0,5
945,140,9,normal-43,high,same,normal,low,4,2,A,0,12
946,140,10,normal-21,low,same,normal,low,4,3,A,0,9
947,140,11,normal-49,high,same,normal,low,6,5,A,0,10
948,140,12,normal-17,low,same,normal,high,4,3,B,1,5
949,140,13,normal-54,high,same,normal,low,4,3,A,0,7
950,140,14,normal-40,high,same,normal,high,4,2,B,1,8
951,140,15,normal-24,low,same,normal,high,2,1,A,0,10
952,140,16,normal-45,high,same,normal,high,2,1,B,1,9
953,140,17,normal-55,high,same,normal,low,2,1,B,1,14
954,140,18,normal-10,low,same,normal,low,1,0,B,1,5
955,140,19,normal-0,low,same,normal,low,2,1,A,0,14
956,140,20,normal-35,high,same,normal,high,1,0,A,0,7
957,140,21,normal-5,low,same,normal,high,8,2,B,1,13
958,140,22,normal-26,low,same,normal,low,13,7,A,0,12
959,140,23,normal-48,high,same,normal,low,2,1,A,0,9
960,141,0,normal-37,high,same,normal,high,16,1,A,0,9
961,141,1,normal-22,low,same,normal,high,9,2,B,1,14
962,141,2,normal-13,low,same,normal,low,21,6,B,1,5
963,141,3,normal-53,high,same,normal,low,24,2,B,1,8
964,141,4,normal-58,high,same,normal,high,4,3,B,1,12
965,141,5,normal-15,low,same,normal,low,25,24,B,1,7
966,141,6,normal-40,high,same,normal,high,4,3,B,1,8
967,141,7,normal-5,low,same,normal,high,8,7,B,1,13
968,141,8,normal-23,low,same,normal,low,5,4,B,1,14
969,141,9,normal-10,low,same,normal,high,4,2,B,1,5
970,141,10,normal-39,high,same,normal,low,33,31,B,1,12
971,141,11,normal-57,high,same,normal,low,33,29,A,0,13
972,141,12,normal-45,high,same,normal,high,4,3,A,0,9
973,141,13,normal-24,low,same,normal,low,16,15,B,1,10
974,141,14,normal-27,low,same,normal,high,2,1,B,1,10
975,141,15,normal-26,low,same,normal,high,2,1,B,1,12
976,141,16,normal-30,high,same,normal,low,15,13,A,0,9
977,141,17,normal-34,high,same,normal,low,10,9,A,0,12
978,141,18,normal-55,high,same,normal,low,9,8,A,0,14
979,141,19,normal-56,high,same,normal,high,2,1,B,1,10
980,141,20,normal-36,high,same,normal,high,4,3,A,0,9
981,141,21,normal-16,low,same,normal,low,13,12,B,1,6
982,141,22,normal-3,low,same,normal,low,10,9,B,1,12
983,141,23,normal-8,low,same,normal,high,4,3,B,1,5
984,142,0,normal-3,low,diff,normal,low,1,0,B,1,12
985,142,1,normal-18,low,diff,normal,high,1,0,A,0,10
986,142,2,normal-38,high,diff,normal,high,1,0,B,1,13
987,142,3,normal-55,high,diff,normal,low,1,0,A,0,14
988,142,4,normal-12,low,diff,normal,high,1,0,A,0,11
989,142,5,normal-52,high,diff,normal,low,1,0,A,0,14
990,142,6,normal-51,high,diff,normal,high,1,0,B,1,12
991,142,7,normal-50,high,diff,normal,low,1,0,B,1,10
992,142,8,normal-22,low,diff,normal,high,1,0,A,0,14
993,142,9,normal-46,high,diff,normal,high,1,0,B,1,6
994,142,10,normal-27,low,diff,normal,low,1,0,A,0,10
995,142,11,normal-5,low,diff,normal,low,1,0,B,1,13
996,142,12,normal-10,low,diff,normal,high,1,0,A,0,5
997,142,13,normal-44,high,diff,normal,low,1,0,B,1,8
998,142,14,normal-47,high,diff,normal,high,1,0,A,0,13
999,142,15,normal-4,low,diff,normal,low,1,0,B,1,7
1000,142,16,normal-53,high,diff,normal,low,1,0,B,1,8
1001,142,17,normal-21,low,diff,normal,high,1,0,A,0,9
1002,142,18,normal-49,high,diff,normal,high,1,0,B,1,10
1003,142,19,normal-25,low,diff,normal,low,1,0,A,0,14
1004,142,20,normal-28,low,diff,normal,low,1,0,A,0,9
1005,142,21,normal-35,high,diff,normal,low,1,0,A,0,7
1006,142,22,normal-26,low,diff,normal,high,1,0,B,1,12
1007,142,23,normal-37,high,diff,normal,high,1,0,A,0,9
1008,143,0,normal-23,low,diff,normal,low,20,1,B,1,14
1009,143,1,normal-9,low,diff,normal,low,11,2,B,1,12
1010,143,2,normal-42,high,diff,normal,high,8,1,B,1,5
1011,143,3,normal-16,low,diff,normal,low,13,4,B,1,6
1012,143,4,normal-40,high,diff,normal,low,11,2,B,1,8
1013,143,5,normal-48,high,diff,normal,low,6,2,B,1,9
1014,143,6,normal-13,low,diff,normal,high,3,2,A,0,5
1015,143,7,normal-47,high,diff,normal,low,8,2,A,0,13
1016,143,8,normal-34,high,diff,normal,high,3,1,B,1,12
1017,143,9,normal-36,high,diff,normal,high,3,1,A,0,9
1018,143,10,normal-19,low,diff,normal,high,3,2,A,0,13
1019,143,11,normal-1,low,diff,normal,high,4,1,A,0,11
1020,143,12,normal-27,low,diff,normal,low,7,1,B,1,10
1021,143,13,normal-58,high,diff,normal,high,4,2,A,0,12
1022,143,14,normal-25,low,diff,normal,high,4,1,B,1,14
1023,143,15,normal-5,low,diff,normal,low,7,3,B,1,13
1024,143,16,normal-11,low,diff,normal,low,7,1,B,1,14
1025,143,17,normal-55,high,diff,normal,high,4,1,B,1,14
1026,143,18,normal-59,high,diff,normal,low,7,1,A,0,12
1027,143,19,normal-15,low,diff,normal,high,4,3,B,1,7
1028,143,20,normal-57,high,diff,normal,high,4,3,A,0,13
1029,143,21,normal-52,high,diff,normal,low,10,1,A,0,14
1030,143,22,normal-45,high,diff,normal,low,10,8,B,1,9
1031,143,23,normal-2,low,diff,normal,high,4,3,B,1,14
1032,144,0,normal-54,high,same,normal,low,9,4,B,1,7
1033,144,1,normal-44,high,same,normal,low,34,14,B,1,8
1034,144,2,normal-37,high,same,normal,high,8,2,B,1,9
1035,144,3,normal-31,high,same,normal,high,3,0,B,1,11
1036,144,4,normal-28,low,same,normal,high,6,0,B,1,9
1037,144,5,normal-7,low,same,normal,low,7,1,B,1,14
1038,144,6,normal-52,high,same,normal,low,7,1,B,1,14
1039,144,7,normal-14,low,same,normal,low,12,1,B,1,13
1040,144,8,normal-2,low,same,normal,high,5,1,B,1,14
1041,144,9,normal-0,low,same,normal,high,5,1,B,1,14
1042,144,10,normal-40,high,same,normal,high,2,0,A,0,8
1043,144,11,normal-6,low,same,normal,low,4,1,B,1,11
1044,144,12,normal-50,high,same,normal,high,4,1,B,1,10
1045,144,13,normal-1,low,same,normal,high,4,1,B,1,11
1046,144,14,normal-23,low,same,normal,high,4,1,B,1,14
1047,144,15,normal-43,high,same,normal,low,4,1,B,1,12
1048,144,16,normal-42,high,same,normal,low,1,0,B,1,5
1049,144,17,normal-49,high,same,normal,low,5,1,B,1,10
1050,144,18,normal-29,low,same,normal,low,4,1,B,1,14
1051,144,19,normal-53,high,same,normal,high,5,4,B,1,8
1052,144,20,normal-27,low,same,normal,low,4,1,B,1,10
1053,144,21,normal-5,low,same,normal,high,3,2,B,1,13
1054,144,22,normal-36,high,same,normal,high,2,1,A,0,9
1055,144,23,normal-13,low,same,normal,low,10,2,B,1,5
1056,145,0,normal-36,high,same,normal,high,2,1,B,1,9
1057,145,1,normal-47,high,same,normal,low,13,5,B,1,13
1058,145,2,normal-38,high,same,normal,high,4,1,B,1,13
1059,145,3,normal-25,low,same,normal,low,6,1,B,1,14
1060,145,4,normal-11,low,same,normal,low,6,1,B,1,14
1061,145,5,normal-43,high,same,normal,low,17,1,B,1,12
1062,145,6,normal-40,high,same,normal,high,4,1,B,1,8
1063,145,7,normal-20,low,same,normal,high,4,1,B,1,13
1064,145,8,normal-52,high,same,normal,low,17,2,B,1,14
1065,145,9,normal-12,low,same,normal,high,4,1,B,1,11
1066,145,10,normal-6,low,same,normal,low,13,1,B,1,11
1067,145,11,normal-27,low,same,normal,high,4,1,B,1,10
1068,145,12,normal-9,low,same,normal,high,4,1,B,1,12
1069,145,13,normal-23,low,same,normal,low,20,1,B,1,14
1070,145,14,normal-49,high,same,normal,low,13,1,B,1,10
1071,145,15,normal-0,low,same,normal,high,4,1,A,0,14
1072,145,16,normal-44,high,same,normal,low,20,2,A,0,8
1073,145,17,normal-22,low,same,normal,high,4,1,B,1,14
1074,145,18,normal-57,high,same,normal,high,4,1,B,1,13
1075,145,19,normal-28,low,same,normal,low,20,1,B,1,9
1076,145,20,normal-30,high,same,normal,low,12,1,B,1,9
1077,145,21,normal-54,high,same,normal,high,4,1,A,0,7
1078,145,22,normal-5,low,same,normal,low,20,1,B,1,13
1079,145,23,normal-56,high,same,normal,high,4,1,A,0,10
1080,146,0,normal-6,low,diff,normal,low,4,3,B,1,11
1081,146,1,normal-46,high,diff,normal,low,4,3,A,0,6
1082,146,2,normal-34,high,diff,normal,low,10,9,B,1,12
1083,146,3,normal-48,high,diff,normal,high,2,1,A,0,9
1084,146,4,normal-2,low,diff,normal,low,8,7,B,1,14
1085,146,5,normal-56,high,diff,normal,low,4,3,A,0,10
1086,146,6,normal-38,high,diff,normal,high,6,5,A,0,13
1087,146,7,normal-26,low,diff,normal,high,2,1,B,1,12
1088,146,8,normal-28,low,diff,normal,high,4,3,B,1,9
1089,146,9,normal-18,low,diff,normal,low,6,5,B,1,10
1090,146,10,normal-35,high,diff,normal,high,4,3,B,1,7
1091,146,11,normal-11,low,diff,normal,high,4,3,B,1,14
1092,146,12,normal-23,low,diff,normal,low,6,5,B,1,14
1093,146,13,normal-3,low,diff,normal,low,4,3,B,1,12
1094,146,14,normal-15,low,diff,normal,low,7,5,B,1,7
1095,146,15,normal-52,high,diff,normal,high,4,3,B,1,14
1096,146,16,normal-41,high,diff,normal,low,6,5,B,1,13
1097,146,17,normal-58,high,diff,normal,high,5,4,A,0,12
1098,146,18,normal-1,low,diff,normal,high,4,3,B,1,11
1099,146,19,normal-22,low,diff,normal,high,4,3,B,1,14
1100,146,20,normal-36,high,diff,normal,low,8,7,B,1,9
1101,146,21,normal-40,high,diff,normal,low,6,5,A,0,8
1102,146,22,normal-0,low,diff,normal,high,4,3,B,1,14
1103,146,23,normal-44,high,diff,normal,high,4,3,B,1,8
1104,148,0,normal-59,high,same,normal,high,3,0,B,1,12
1105,148,1,normal-43,high,same,normal,high,3,0,A,0,12
1106,148,2,normal-38,high,same,normal,low,16,1,B,1,13
1107,148,3,normal-18,low,same,normal,high,4,0,B,1,10
1108,148,4,normal-23,low,same,normal,low,21,2,B,1,14
1109,148,5,normal-35,high,same,normal,low,19,1,B,1,7
1110,148,6,normal-6,low,same,normal,low,20,1,B,1,11
1111,148,7,normal-26,low,same,normal,high,6,1,B,1,12
1112,148,8,normal-52,high,same,normal,high,4,1,A,0,14
1113,148,9,normal-8,low,same,normal,low,4,1,B,1,5
1114,148,10,normal-44,high,same,normal,low,23,3,B,1,8
1115,148,11,normal-10,low,same,normal,high,10,7,B,1,5
1116,148,12,normal-30,high,same,normal,high,4,1,B,1,9
1117,148,13,normal-53,high,same,normal,high,4,1,B,1,8
1118,148,14,normal-15,low,same,normal,low,14,1,B,1,7
1119,148,15,normal-28,low,same,normal,low,12,1,B,1,9
1120,148,16,normal-56,high,same,normal,low,12,2,A,0,10
1121,148,17,normal-51,high,same,normal,high,4,1,A,0,12
1122,148,18,normal-29,low,same,normal,high,4,1,B,1,14
1123,148,19,normal-47,high,same,normal,low,25,3,B,1,13
1124,148,20,normal-3,low,same,normal,high,5,1,B,1,12
1125,148,21,normal-5,low,same,normal,high,4,1,B,1,13
1126,148,22,normal-14,low,same,normal,low,11,1,B,1,13
1127,148,23,normal-57,high,same,normal,low,9,1,B,1,13
1128,149,0,normal-39,high,same,normal,low,4,3,B,1,12
1129,149,1,normal-16,low,same,normal,low,6,5,B,1,6
1130,149,2,normal-56,high,same,normal,high,2,1,A,0,10
1131,149,3,normal-0,low,same,normal,low,6,5,B,1,14
1132,149,4,normal-48,high,same,normal,low,2,1,A,0,9
1133,149,5,normal-43,high,same,normal,high,4,3,A,0,12
1134,149,6,normal-3,low,same,normal,high,4,3,B,1,12
1135,149,7,normal-8,low,same,normal,high,4,3,B,1,5
1136,149,8,normal-2,low,same,normal,high,4,3,B,1,14
1137,149,9,normal-23,low,same,normal,low,2,1,B,1,14
1138,149,10,normal-41,high,same,normal,high,2,1,B,1,13
1139,149,11,normal-55,high,same,normal,low,2,1,B,1,14
1140,149,12,normal-21,low,same,normal,low,2,1,B,1,9
1141,149,13,normal-30,high,same,normal,high,2,1,B,1,9
1142,149,14,normal-40,high,same,normal,low,2,1,B,1,8
1143,149,15,normal-46,high,same,normal,low,2,1,B,1,6
1144,149,16,normal-22,low,same,normal,low,2,1,B,1,14
1145,149,17,normal-6,low,same,normal,high,2,1,B,1,11
1146,149,18,normal-27,low,same,normal,low,4,3,B,1,10
1147,149,19,normal-59,high,same,normal,high,2,1,B,1,12
1148,149,20,normal-35,high,same,normal,low,2,1,A,0,7
1149,149,21,normal-17,low,same,normal,high,2,1,B,1,5
1150,149,22,normal-34,high,same,normal,high,2,1,B,1,12
1151,149,23,normal-25,low,same,normal,high,2,1,B,1,14
1152,150,0,normal-11,low,diff,normal,low,5,0,B,1,14
1153,150,1,normal-2,low,diff,normal,high,4,0,A,0,14
1154,150,2,normal-1,low,diff,normal,high,2,0,B,1,11
1155,150,3,normal-48,high,diff,normal,low,2,0,A,0,9
1156,150,4,normal-38,high,diff,normal,low,1,0,B,1,13
1157,150,5,normal-25,low,diff,normal,low,1,0,B,1,14
1158,150,6,normal-13,low,diff,normal,high,1,0,A,0,5
1159,150,7,normal-32,high,diff,normal,high,1,0,B,1,11
1160,150,8,normal-19,low,diff,normal,low,9,3,B,1,13
1161,150,9,normal-39,high,diff,normal,high,2,1,B,1,12
1162,150,10,normal-51,high,diff,normal,high,5,4,A,0,12
1163,150,11,normal-43,high,diff,normal,low,12,2,B,1,12
1164,150,12,normal-42,high,diff,normal,low,16,5,B,1,5
1165,150,13,normal-31,high,diff,normal,high,3,1,B,1,11
1166,150,14,normal-33,high,diff,normal,high,5,3,B,1,11
1167,150,15,normal-57,high,diff,normal,low,3,1,A,0,13
1168,150,16,normal-17,low,diff,normal,low,8,2,B,1,5
1169,150,17,normal-36,high,diff,normal,low,4,2,B,1,9
1170,150,18,normal-26,low,diff,normal,high,3,1,B,1,12
1171,150,19,normal-12,low,diff,normal,high,3,1,B,1,11
1172,150,20,normal-14,low,diff,normal,low,5,1,B,1,13
1173,150,21,normal-23,low,diff,normal,high,4,3,B,1,14
1174,150,22,normal-54,high,diff,normal,high,2,1,B,1,7
1175,150,23,normal-4,low,diff,normal,low,15,12,B,1,7
1176,151,0,normal-28,low,same,normal,high,4,1,A,0,9
1177,151,1,normal-24,low,same,normal,high,1,0,A,0,10
1178,151,2,normal-17,low,same,normal,low,13,1,B,1,5
1179,151,3,normal-51,high,same,normal,low,17,1,A,0,12
1180,151,4,normal-6,low,same,normal,high,1,0,B,1,11
1181,151,5,normal-44,high,same,normal,high,1,0,B,1,8
1182,151,6,normal-49,high,same,normal,low,17,1,B,1,10
1183,151,7,normal-34,high,same,normal,high,1,0,A,0,12
1184,151,8,normal-52,high,same,normal,high,1,0,A,0,14
1185,151,9,normal-1,low,same,normal,low,11,1,B,1,11
1186,151,10,normal-25,low,same,normal,low,11,1,B,1,14
1187,151,11,normal-55,high,same,normal,low,11,2,B,1,14
1188,151,12,normal-38,high,same,normal,high,6,0,B,1,13
1189,151,13,normal-39,high,same,normal,low,11,2,B,1,12
1190,151,14,normal-21,low,same,normal,low,10,1,B,1,9
1191,151,15,normal-22,low,same,normal,high,1,0,A,0,14
1192,151,16,normal-5,low,same,normal,high,1,0,A,0,13
1193,151,17,normal-59,high,same,normal,high,1,0,A,0,12
1194,151,18,normal-9,low,same,normal,low,11,1,B,1,12
1195,151,19,normal-48,high,same,normal,low,11,1,B,1,9
1196,151,20,normal-11,low,same,normal,high,1,0,A,0,14
1197,151,21,normal-35,high,same,normal,low,7,1,B,1,7
1198,151,22,normal-33,high,same,normal,high,1,0,A,0,11
1199,151,23,normal-2,low,same,normal,low,9,1,B,1,14
1200,152,0,normal-2,low,diff,normal,low,8,1,B,1,14
1201,152,1,normal-39,high,diff,normal,high,12,1,B,1,12
1202,152,2,normal-54,high,diff,normal,low,7,1,B,1,7
1203,152,3,normal-27,low,diff,normal,low,8,1,B,1,10
1204,152,4,normal-56,high,diff,normal,low,13,2,A,0,10
1205,152,5,normal-13,low,diff,normal,high,10,1,A,0,5
1206,152,6,normal-43,high,diff,normal,low,4,1,B,1,12
1207,152,7,normal-18,low,diff,normal,high,4,1,B,1,10
1208,152,8,normal-14,low,diff,normal,low,6,2,B,1,13
1209,152,9,normal-49,high,diff,normal,high,4,1,A,0,10
1210,152,10,normal-58,high,diff,normal,high,4,1,B,1,12
1211,152,11,normal-21,low,diff,normal,high,4,1,B,1,9
1212,152,12,normal-24,low,diff,normal,low,6,2,B,1,10
1213,152,13,normal-20,low,diff,normal,low,8,2,B,1,13
1214,152,14,normal-53,high,diff,normal,high,4,1,A,0,8
1215,152,15,normal-57,high,diff,normal,high,6,1,B,1,13
1216,152,16,normal-17,low,diff,normal,low,14,2,B,1,5
1217,152,17,normal-52,high,diff,normal,low,10,1,B,1,14
1218,152,18,normal-3,low,diff,normal,high,4,1,B,1,12
1219,152,19,normal-44,high,diff,normal,low,8,1,B,1,8
1220,152,20,normal-28,low,diff,normal,high,4,1,B,1,9
1221,152,21,normal-50,high,diff,normal,high,4,1,B,1,10
1222,152,22,normal-29,low,diff,normal,high,6,1,B,1,14
1223,152,23,normal-30,high,diff,normal,low,8,1,A,0,9
1224,153,0,normal-10,low,same,normal,low,2,1,A,0,5
1225,153,1,normal-31,high,same,normal,low,8,7,B,1,11
1226,153,2,normal-32,high,same,normal,high,1,0,B,1,11
1227,153,3,normal-0,low,same,normal,high,1,0,A,0,14
1228,153,4,normal-55,high,same,normal,low,1,0,B,1,14
1229,153,5,normal-27,low,same,normal,low,6,5,B,1,10
1230,153,6,normal-18,low,same,normal,high,1,0,A,0,10
1231,153,7,normal-23,low,same,normal,low,6,5,B,1,14
