,iteration,success,nllh,k,N,bic,pow_gain,prelec_elevation,prelec_gamma,tau,theta
0,0,True,1272.64088605,5,243,2572.74707931,0.147908612879,0.289349221435,1.43942326589,21.7337378692,9.15270670847
