,iteration,success,nllh,k,N,bic,c_sigma,pow_gain,prelec_elevation,prelec_gamma,tau,theta
0,0,True,1239.50782842,6,243,2511.9740255,29.9547982156,0.968715820011,1.48499070945,1.10944693948,0.835748202387,143.544671596
