,iteration,success,nllh,k,N,bic,c_sigma,prelec_elevation,prelec_gamma,tau_rel_trunc,theta
0,0,True,1270.25942395,5,243,2567.98415512,34.3978005502,2.14987866275,1.29987428365,32.1823653597,215.387136777
