,iteration,success,nllh,k,N,bic,c_sigma,prelec_elevation,prelec_gamma,tau_trunc,theta
0,0,True,1237.44754337,5,243,2502.36039395,23.4610275614,1.3702041137,1.46346983421,24.3688298491,128.714208329
