,iteration,success,nllh,k,N,bic,c_sigma,pow_gain,prelec_elevation,prelec_gamma,tau_trunc,theta
0,0,True,1236.53107722,6,243,2506.0205231,13.6734575255,0.26395965858,0.886944693905,1.60580686527,9.58962290265,73.3531186876
